,city,state,date_time,shape,duration,stats,text,city_latitude,city_longitude,month,season
2168,Barstow,CA,2022-10-25T16:22:00,circle,10 min,"Occurred : 10/25/2022 16:22  (Entered as : 10/25/2022 4:22 PM) Reported: 10/25/2022 4:32:07 PM 16:32 Posted: 12/22/2022 Location: Barstow, CA Shape: Circle Duration: 10 min",Starbuck island on Google earth there is what looks like a crashed craft at one end of island leaving a scar on the ground leading up t,34.892414572864325,-117.04494522613064,10,Fall
74363,Naples,FL,2011-03-25T23:00:00,rectangle,20 seconds,"Occurred : 3/25/2011 23:00  (Entered as : 3/25/11 23:00) Reported: 3/28/2011 3:40:32 PM 15:40 Posted: 4/3/2011 Location: Naples, FL Shape: Rectangle Duration: 20 seconds Characteristics: There were lights on the object","Very large rectangular grid of lights. At about 1000' and moving silently 
 
3/25/11    UFO Friday night 3/25/11 at around 11:00 pm.  I was traveling westbound in a top down convertible at 75 MPH on Alligator Alley, (I-75)  At around MM 51.  There are no lights on this road.  The highway is divided by a very wide grass median.  Ahead of me, over the median came a very large square and very flat grid of lights.  The grid was almost as wide as the median about a 100’ +or- and twice as long, like a football field.   There were bright white marker light’s at evenly spaced intervals and lessor light’s making up a grid pattern within the square perimeter.  I was moving at 75 and it appeared to be moving at about 100 +/-, eastbound, not faster.  Altitude was about 1000’.  It was silent. 
 
",26.199315176470588,-81.71960788235295,03,Spring
138738,Lecanto,FL,2016-03-23T19:38:00,cigar,1 min,"Occurred : 3/23/2016 19:38  (Entered as : 03/23/2016 7:38 PM) Reported: 4/21/2022 1:35:41 PM 13:35 Posted: 4/22/2022 Location: Lecanto, FL Shape: Cigar Duration: 1 min","Craft moving at the speed of aircraft. NO Sound. 
 
I saw the object over my home, I quickly went inside to get my camera. When I got outside, I was able to get 2 good shots! It was moving as quickly as an airplane, but made NO sound! It was shaped like a blimp, but it had NO stabilizers, basket, or fan, like a blimp would have! I am an Air Force veteran and to this day, I don’t know what it was??",28.8525,-82.4858,03,Spring
137836,Bremerton,WA,2022-07-24T21:46:00,oval,15 seconds,"Occurred : 7/24/2022 21:46  (Entered as : 07/24/2022 9:46 PM) Reported: 7/25/2022 2:40:45 PM 14:40 Posted: 9/9/2022 Location: Bremerton, WA Shape: Oval Duration: 15 seconds","Sighted Black Barrel/Oval going North to South in sky 
 
Went from North to South between here and the mountains , big oval round but thicker top to bottom. Sky had purple lit orangeish clouds in horizon. The object was pitch black. No lights no reflections or glint's. After passing behind neighbors patch of trees it was lower and jinxed up and down then continued south. No planes or sounds in the air. Size as compared to outstretched fingers was about half my pinky finger nail, around 1/4 inch.",47.59320484848485,-122.66208787878789,07,Summer
95769,Reno,NV,2014-04-02T19:20:00,circle,50 minutes,"Occurred : 4/2/2014 19:20  (Entered as : 04/02/14 19:20) Reported: 4/2/2014 8:06:31 PM 20:06 Posted: 4/4/2014 Location: Reno, NV Shape: Circle Duration: 50 minutes","Bright cicularobject/light moving slowly in center of sky, then slowly eastward 
 
Saw neighbor very excited setting up telescope.  Asked if something was going on tonight in the sky.  He said he was setting up telescope to see what the ufo was in the sky.  Pointed to location.  It was in the southern potion of the sky.  Slowly moved to the central potion of the sky.  It was slowly moving north.   
 
Ran into the house to get another camera, saw that it was now slowly (almost drifting) eastward.  Wasn't able to set up our telescope in time.  Recorded it with camera and took pictures.  The camera just caught a circular silverish object that looked as though the setting sun was reflecting on it.   
 
When the sun completely set, we were no longer able to see it.  When looking at it through the close up camera lens, it was circular with black straight lines on the top of the circle and on the bottom of the circle.  Picture a circle in an outline of a square, and erase both the left and right sides of the square, leaving the top and bottom lines over and under the circle.   Didn't hear any noise.   
 
It moved way too slow to be any type of human air vessel.  Moved even too slow to be a satellite. It also wasn't on a straight path.  I've seen satellites many, many times.  I've never seen one look like this.  It was bigger than satellites are and moved just way too slow.",39.488261177007296,-119.79257039233578,04,Spring
103918,Boise,ID,2015-02-23T23:00:00,fireball,3 minutes,"Occurred : 2/23/2015 23:00  (Entered as : 022315 23:00) Reported: 2/23/2015 10:20:41 PM 22:20 Posted: 3/6/2015 Location: Boise, ID Shape: Fireball Duration: 3 minutes Characteristics: The object left a trail","a very bright orange fireball with an extremely long tail.  We're pretty sure it was a burning satellite or meteor.  Headed south east to North West. 
 
 
((NUFORC Note:  Re-entering Chinese 3rd-stage rocket casing.  PD)) 
 
((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))",43.60549990147784,-116.2386509359606,02,Winter
124019,Locust,NC,2018-08-17T21:00:00,changing,2 hours,"Occurred : 8/17/2018 21:00  (Entered as : 8/17/18 21:00) Reported: 8/18/2018 12:44:46 PM 12:44 Posted: 8/22/2018 Location: Locust, NC Shape: Changing Duration: 2 hours","Started out like a star then it stretched out and then took the shape of a upside down u 
 
 
((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))",35.2742,-80.4215,08,Summer
71021,Phillips,ME,2011-09-25T23:40:00,light,a few seconds,"Occurred : 9/25/2011 23:40  (Entered as : 09/25/11 23:40) Reported: 10/7/2011 4:31:10 AM 04:31 Posted: 10/10/2011 Location: Phillips, ME Shape: Light Duration: a few seconds","Very large light moving across the sky, disappearing behind the tree line, followed by a flash of light as if something had exploded 
 
I realize that the UARS satellite was predicted to have fallen on Friday or Saturday (9/23-24) but I saw something on Sunday night (9/25) that I thought I should report.  Maybe it was just a meteor but it was the largest light in the sky, other than the sun, the moon or fireworks, that I've ever seen. 
 
 On Sunday (9/25/11) at approximately 11:40 P.M.  I was out on my porch and I saw a large light move across the sky.  I only saw it for about 2 seconds before it disappeared behind some nearby trees.  I watched to see it reappear on the other side of the trees, and saw it for an instant through the trees, but before it could reappear there was a flash in the sky.  The flash wasn't overly dramatic, but easily discernable and originated behind the trees where the light had been.   I'm assuming it exploded or burned up or something at that time because it never did reappear. 
 
I live in Phillips, Maine and from my location the light, which was a yellowish white, was moving from north to south in the western sky.  I would guess that it was about 30 to 35 degrees up from the horizon - so not too high in the sky.  The size of the light was the thing that caught my eye. It was large, I would estimate that it was larger than 1/3 and smaller than 1/2 the diameter of the moon.  Another way to describe it would be if I were to draw on a piece of paper how big an average meteor looked I would draw something maybe 1/16 to 1/8 inch in diameter.  Compared to that this light would be closer to a full inch.  There was no sound that I could hear. 
 
 I have reported this in an email to Nasa and also to Linda Molton Howe.  I also called the local sheriff’s department and was told mine was the only report and that they would contact me if they ever discovered what it was that I saw.  It’s been almost two weeks now and I haven’t heard anything back from anyone.  I apologize for not getting this to NUFORC sooner but I didn’t think of it until I heard NUFORC mentioned on a recording of Coast to Coast that I was listening to. 
 
I hope this info is helpful, and if the light wasn't part of UARS then I would really like to know what it was.",44.8375,-70.3601,09,Fall
135191,Valley City,ND,2020-08-11T23:45:00,light,30-45 seconds,"Occurred : 8/11/2020 23:45  (Entered as : 08/11/20 23:45) Reported: 8/23/2020 8:47:00 AM 08:47 Posted: 8/27/2020 Location: Valley City, ND Shape: Light Duration: 30-45 seconds Characteristics: There were lights on the object","Lake Ashtabula. High altitude (or low orbit) light moving at extreme speeds in a zig-zag pattern. 
 
Lake Ashtabula (10 miles N of Valley City, ND) I had been stargazing and watching a meteor shower with my girlfriend and my grandparents on this evening. Around 11:30pm, everyone started heading into the cabin to go to bed but I decided to stay by the fire for awhile longer. As I was about to get up,  I saw what at first looked like a satellite, however it moved at extreme speeds in a zig-zag pattern.  It appeared to be at high altitude or low earth orbit.  People know me as a ""space nerd"" so when I saw this and told my girlfriend, she believed me when I said it was not a satellite or spacecraft.  It may have been blinking but I cannot remember for sure.  I am also an aircraft pilot, so I know it was not an aircraft.",46.9232,-98.0056,08,Summer
100502,Torrington,CT,2014-09-23T03:40:00,light,15 seconds,"Occurred : 9/23/2014 03:40  (Entered as : 09/23/14 3:40) Reported: 9/24/2014 7:02:43 PM 19:02 Posted: 9/25/2014 Location: Torrington, CT Shape: Light Duration: 15 seconds","I keep seeing these objects 
 
I keep seeing these things.  On September 23, I woke from sleep, needing to go to the bathroom.  Next to my bed is a large window that faces due east.  When it is warm I like to prop the window open for fresh air, which I had done this night.  Before I went to the bathroom, I took a look out the window as I usually do.  It was clear and cool and many stars were visible.  I saw Jupiter maybe 10 degrees above the horizon to the ENE, Sirius to the southeast, with the constellation Orion above it.  I know the stars, planets and constellations pretty well as I have been interested in astronomy since I was young.  I own a nice telescope I use on occasion. 
 
What was unusual was a bright star like object about 10 degrees above Jupiter and slightly north of it as well.  This object was a bright white color, brighter than both Jupiter or Sirius.  I was a little confused because I look out the window every morning and have not seen this star before. It did not appear to be moving at all.  After about 15 seconds, it suddenly dimmed to a very small pinprick of light, and then dimmed out altogether.  I looked carefully to see if a cloud had passed in front of this star, but it was very clear.  I did see one faint patch of cloud, but this was nowhere near this ""star"". 
 
That's it, that is my sighting.  Not very eventful except that I keep seeing objects like this on a regular basis.  Back in April I was going to work early in the morning when I got the impression to look up, and I saw a very bright light just like the one I saw tonight, which also quickly faded out a few seconds later.  Over the past five years or so I have seen about half a dozen lights like this.  You can't help but feel that these objects are appearing for the express purpose that you see them. I am not a nut job, but I know what I am seeing, and I am seeing these objects on a regular basis.  I have a very difficult time believing it is just a coincidence that I repeatedly look up just as some bright military aircraft or other object is hovering in the sky, and then quickly turns off its lights, or jets away.  Altogether, I have seen UFOs about a dozen times in my life, three times up close with much detail.  But the last few years I seem to just ""look up"" and there they are.  What they are I have no clue.   
 
I am rather religious and do not believe these objects are from other planets, I rather believe they are spiritual in nature.  Still, why do I keep seeing these things?  Most people never see a single UFO in their entire life, I have probable seen at least a dozen.  What does it mean?   Oh well, that's it.  I have turned a very short and unremarkable sighting into something big, but when you keep seeing these things, it begins to get to you after awhile.",41.81389999999999,-73.1123,09,Fall
130322,Russellville,AR,2020-10-13T20:20:00,light,~ 2 minutes,"Occurred : 10/13/2020 20:20  (Entered as : 10/13/20 20:20) Reported: 10/13/2020 7:56:52 PM 19:56 Posted: 12/23/2020 Location: Russellville, AR Shape: Light Duration: ~ 2 minutes Characteristics: There were lights on the object, The object emitted beams, There were aircraft in the vicinity or aircraft chasing the object","I was fishing just west of the Shiloh ball fields when I noticed a non flashing yellowish white orb that was somewhat erratically flying towards the north horizon at what I'm guessing a moderate rate of speed. As it was heading farther away from my view point and getting close to the constellation of the big dipper which was clearly visible on the horizon. A beam of light about the same color,  but not near as bright appeared to shoot up from ground level right next to the orb. The instant that happend both the orb and beam disappeared. Needless to say it was kinda hard to concentrate on fishing after that so I packed up and went home. 
 
",35.301627777777774,-93.08816296296295,10,Fall
88069,Romeoville,IL,2013-08-14T21:20:00,fireball,30 minutes,"Occurred : 8/14/2013 21:20  (Entered as : 08/14/13 21:20) Reported: 9/3/2013 9:27:48 PM 21:27 Posted: 9/9/2013 Location: Romeoville, IL Shape: Fireball Duration: 30 minutes Characteristics: There was an aura or haze around the object, The object changed color, There were aircraft in the vicinity or aircraft chasing the object","Orange/Yellow/Red Sphere or Orb seen in Romeoville, IL in night sky followed by low flying helicopters  TWO Seperate sightings on differ 
 
I went outside on my front porch for a cigarette.  To the South of me a flashing or pulsating light caught my attention.  I saw an orb/fireball which seemed to pulsate changing between orange red and yellow or gold.  This object seemed to hover for a few seconds. I ran into my home to grab my cell phone and call my two teenage children out to see this object.  This orb was traveling North slightly Northwest while rising up in elevation.  This object did not make any sound. However within minutes of seeing this we could hear helicopters and airplanes in the air. Many of the helicopters were flying at a low elevation. 
 
The same object seen on August 29th @ 20:34 outside of my home. Object was directly West flying/moving Northwest.again no sound.  The object was moving slower than the sighting on 08/14/13.  Again helicopters and airplanes were heard then seen flying around my home.  The helicopters did not fly as low this day as they did during my first sighting. 
 
I work at a suburban hospital. I am the director for one of the non clinical areas.  I have two teenage children 15 & 16 that were witnesses to both events.  I have a 6 year old nephew that witnessed the first event. 
 
I have some video taken with my iPhone.",41.64,-88.07169999999999,08,Summer
119320,Burlington,CT,2017-08-13T16:05:00,disk,5 seconds,"Occurred : 8/13/2017 16:05  (Entered as : 08/13/17 16:05) Reported: 8/16/2017 6:58:31 PM 18:58 Posted: 8/17/2017 Location: Burlington, CT Shape: Disk Duration: 5 seconds Characteristics: The object left a trail, There were aircraft in the vicinity or aircraft chasing the object, Marks found on body afterwards","6 ufos, one smokes and they vanish. 
 
Saw 6 hovering way up in the sky.  We decided to pull over and follow them with the car to get a video.   
 
One started smoking, and as we turned a corner and came to a clearing (.5 seconds later) the disks had vanished.   
 
All we got on camera was the smoke left in the air from the craft. 
 
 
((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))",41.7563,-72.9436,08,Summer
140537,Streetsboro,OH,2022-04-23T22:00:00,triangle,10 to 15 seconds,"Occurred : 4/23/2022 22:00  (Entered as : 04/23/2022 10:00 PM) Reported: 5/2/2022 4:27:29 PM 16:27 Posted: 5/31/2022 Location: Streetsboro, OH Shape: Triangle Duration: 10 to 15 seconds","I saw a large white triangular craft in orbit moving north to south 
 
When I spotted the craft it was almost directly overhead. It was traveling north to south at the same speed as a satellite travels across the sky. It was in the shape of an isosceles triangle but with the nose rounded. The craft was white but not a mirror like reflection of satellites. As it moved south it passed into the earths shadow and disappeared. There was no sound nor would you expect any at that altitude.",41.2531,-81.3391,04,Spring
141200,Gulfport,MS,2022-05-12T22:16:00,circle,just about 10 seconds,"Occurred : 5/12/2022 22:16  (Entered as : 05/12/2022 10:16 PM) Reported: 5/12/2022 9:28:43 PM 21:28 Posted: 5/31/2022 Location: Gulfport, MS Shape: Circle Duration: Just about 10 seconds Characteristics: There were lights on the object, There was an aura or haze around the object, There were aircraft in the vicinity or aircraft chasing the object","saw 2 very huge Florissant green circles that seemed attached that were vertical,moving south to north in the sky 
 
At 2216 12 May 2022 while on my back porch smoking, I thought I heard a strange helicopter sound or something flying over and when I looked up a saw 2 very huge Florissant green hazy circles that seemed attached flying south to north. The rings were way too big for an aircraft! Looked like “OO”. I also saw an aircraft (may have been a helicopter I heard) following closely behind it off to the side of it a little lower than the rings. The rings made the aircraft look very small in comparison! The aircraft had the normal flashing lights but didn’t see any other lights on the rings, I also didn’t see anything in front or behind the rings just the 2 rings that was Florissant green in color and a little hazy It was not moving too fast but no time to grab my phone to take a pic of it. I just said out load to my self “what the hell is that” twice and it went out of sight over the tree line in the back of my yard. Way to big to be any kind of drone of any kind or aircraft. I really can’t say what it was other something I never saw before in the sky that’s for sure! Afterwards I came I’m my house and got my phone ready in case I saw it again and waited a few minutes before I came back in the house and told my wife what I saw and asked her to see if anyone posted anything on Facebook or any other platforms she knew about. No posts at this time which somebody else had to see what I experienced!!",30.425680672268907,-89.08458403361345,05,Spring
114251,Allen Park,MI,2017-06-09T00:30:00,sphere,5 minutes,"Occurred : 6/9/2017 00:30  (Entered as : 06/09/17 00:30) Reported: 6/10/2017 8:53:19 AM 08:53 Posted: 6/15/2017 Location: Allen Park, MI Shape: Sphere Duration: 5 minutes Characteristics: There were lights on the object","While me and my wife came out for a smoke break, between Orange is the New black episodes we noticed a red light that would have a blue light shine as well.  The red light was extremely bright and could only see the blue light when the object would turn slightly. It was south of our location maybe in Southgate or Taylor area.  The object would move to the left a little then stay stationary then it move again.  The movements were very quick. The sky was clear and there was no noises at all.  (Hoping to hear helicopter blades spinning)  the object made one more quick movement towards the south direction before just disappearing.",42.2523,-83.2107,06,Summer
62782,Frankfort,IL,2010-02-19T19:55:00,triangle,15 - 20 minutes,"Occurred : 2/19/2010 19:55  (Entered as : 02/19/10 19:55) Reported: 2/20/2010 12:49:03 PM 12:49 Posted: 4/13/2010 Location: Frankfort, IL Shape: Triangle Duration: 15 - 20 minutes Characteristics: There were lights on the object, The object emitted beams, There were aircraft in the vicinity or aircraft chasing the object","Multiple Crafts (7-8) - 3 Super Bright White Spot Lights w/Shooting/Flickering 
 
Traveling in a car, for the entire duration of our trip, we witnessed a super bright white light in the sky.  I was curious as to what it was since it was not moving, but standing completely still in mid-air, too high in the sky to be a cell phone tower.  As we proceeded to get closer, the light, we noticed, was actually 2 spot lights.  At that point we thought it was a plane, the lights being the 2 wing lights.  I began to notice a ""shooting"" type light, flickering from side to side, from one white light to the other.  I know that a plane's wing lights flicker, but they don't shoot across the plane's wings!  At this point, I was sure it was an alien craft.  I kept my eye on this thing the whole trip, and as we came to the stop light, we were directly beneath it, as it hadn't moved the entire time we were driving.  I actually rolled the window down and looked up into the sky to witness yet another light, which formed a perfect triangle with the other 2 light! s, and was sitting still in the sky as of yet.  I said to my friend, ""This is a UFO, an alien craft!""  As I said this, the craft then (after 15 minutes of keeping my eye on it) began to move slowly with the wide end of the triangle as the front of the craft, shooting lights and all, and headed south toward the Monee/Peotone area.  I took my eyes off of the craft and then immediately noticed 6 or 7 more identical lights in the sky around the Frankfort/Mokena/Tinly Park area.  They were the same color, brightness, and height as the previously seen craft.  They looked just like the first one before I was close enough to see the shooting light. 
 
",41.5094,-87.8248,02,Winter
102892,Halifax,VA,2015-06-16T22:00:00,other,7 hours,"Occurred : 6/16/2015 22:00  (Entered as : 06/16/15 22:00) Reported: 6/17/2015 1:19:12 PM 13:19 Posted: 6/19/2015 Location: Halifax, VA Shape: Other Duration: 7 hours Characteristics: There were lights on the object, The object emitted other objects","Yellow light balls darting to ground from larger yellow balls of light changing position in sky until large one darted up disappearing. 
 
On June 16, 2015, flashing round yellow lights were observed high up in eastern sky which were much too big and too close to be stars, and were first seen at 10pm that disappeared quickly at 5am when the large one that was higher up than the others quickly brightened to a glowing orange increasing in size about 4-5 times larger and instantly darted straight up disappearing with no sound.   During the time from 10pm until 5am many round yellow lights, that were smaller than the big light, which had been changing positions quickly then disappeared quietly after the larger one left. 
 
During the entire seven hours yellow balls of light would shoot down to the ground continuously from the round yellow balls of light in the sky, one ball of yellow light came quietly from one yellow ball of light in the sky rotating first one and then the next one never coming down more than one at a time.  Each time these lights came to the ground it looked look as if giant fire flies about 2” in diameter were coming down but they never flickered as the light was steady.  When the light reached a tree, a building or the ground there was no longer a light.  The lights came in the same pattern each time, a light to the distant trees on the left, a light to the distant trees on the right, a light to the distant trees in the center, then a light to the nearby trees on the left, a light to the nearby trees on the right, then the rotation started over. 
 
When the large light brightened to orange and darted up after which the yellow balls of light disappeared, the yellow balls of light were observed in the northern sky sending yellow balls of light to the ground in a similar pattern seen over another housing property.  When daylight occurred on June 17, 2015, the yellow lights were no longer visible. 
 
 
((NUFORC Note:  Witness describes self as an academician.  PD 
 
 
((ADDENDUM FROM WITNESS)) 
 
Dear Peter, 
Need to delete a section from submitted information previously.  Someone saw the lights in the trees seemingly showering from the sky which were thought to be giant tropical fire flies blown northward from the tropics by Tropical 
Storm Bill now in Texas on a northeast bound path.   The next night, June 
17, the giant fire flies were observed in the same wooded area but the yellow round lights in the sky did not reappear.  My apologies for connecting the two unconnected observations.  I found your web link yesterday when I google searched for strange lights in sky over Virginia. 
See below for revised submission. 
Thanks for your reply, 
 
((name deleted)) 
 
((END ADDENDUM))",36.750620000000005,-78.93664000000001,06,Summer
137300,New York,NY,2014-03-15T19:17:00,circle,somewhere over 20 minutes,"Occurred : 3/15/2014 19:17  (Entered as : 03/15/2014 7:17 PM) Reported: 1/14/2022 3:29:32 PM 15:29 Posted: 3/4/2022 Location: New York, NY Shape: Circle Duration: somewhere over 20 minutes Characteristics: There was an aura or haze around the object","Glowing cyan blue object in night sky 
 
Sometime in the evening I noticed a tiny cyan blue object glowing outside my window. This was years back but I still remember seeing it jerking around, hopping from one point to another and moving in random directions. It moved more quickly than airplanes or helicopters I'd usually see from that same window, and at the time I'd lived in the same place my entire life. It was too far away to see any discernible characteristics so I took a couple of shots. I only got one photo of it remaining still, the first one attached below, and the rest are blurry since they were taken as the things was moving. I believe some were taken through the window and it's possible some were taken with the window down, but I can't remember for which photos for certain. Unfortunately the streaks may likely be from the camera shaking/object movement. Not sure if it really was anything but it was odd to me so I thought I'd put it out there.",40.75256378421113,-73.9844567179912,03,Spring
103396,Cape Coral,FL,2015-05-28T17:20:00,light,45 seconds,"Occurred : 5/28/2015 17:20  (Entered as : 05/28/2015 17:20) Reported: 5/28/2015 6:36:40 PM 18:36 Posted: 5/29/2015 Location: Cape Coral, FL Shape: Light Duration: 45 seconds Characteristics: There were lights on the object","I was watching the stars on my back porch and a bright light lit up very far away yet brighter then any airplane.   
 
It stayed put for about 30 seconds and then dropped about 2 inches in the sky about 10 seconds later, the light began to fade like it was on a dimmer switch until it was gone.",26.631337131630648,-81.98813163064834,05,Spring
93030,Minot,ND,2014-05-23T01:30:00,triangle,3-5 seconds,"Occurred : 5/23/2014 01:30  (Entered as : 05/23/2014 01:30) Reported: 5/24/2014 9:51:47 AM 09:51 Posted: 6/4/2014 Location: Minot, ND Shape: Triangle Duration: 3-5 seconds Characteristics: There were lights on the object","A triangular shaped group of approximately 20 intensely bright lights appear and disappear. 
 
I and my wife were on our back deck to observe a meteor shower.  While looking up, a triangular shape group of approximately 20 intensely bright oval lights appeared heading east to west at a rapid speed at about a 100 foot height.   
 
As we got to our feet for further observation, the lights vanished.   
 
The object at its widest point was about 75 feet and 75 feet long.   
 
The lights were spaced evenly throughout the entire object, not just along the perimeter.",48.26241559633027,-101.30305733944957,05,Spring
111388,Chicago,IL,2016-11-09T21:00:00,circle,30 minutes,"Occurred : 11/9/2016 21:00  (Entered as : 11/09/2016 21:00) Reported: 11/10/2016 1:01:34 PM 13:01 Posted: 11/11/2016 Location: Chicago, IL Shape: Circle Duration: 30 minutes Characteristics: There were lights on the object, There was an aura or haze around the object, The object changed color, There were aircraft in the vicinity or aircraft chasing the object","I stepped in my back porch to catch some air as I do on most nights, and since I'm in Chicago, I have a clear view of the Chicago sky line from my porch in the west side of Chicago ..   
 
I always take a look in the sky when I go out, but this night I saw a couple of little dots flashing red by the Chicago sky line.  They we're flashing a bright red, then occasionaly green and then a very bright white ..  I sat there in amazement for a while, before I ran and got my brother mom and uncle to confirm what I saw...and man it made me a believer ...these things was not planes ...I tried to be fair and say maybe they were helicopters since their was trump protests down town ..buttt these things made no sounds and didid moves in the sky I had never seen .. 
 
 
((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))",41.88082154885885,-87.66846953246178,11,Fall
95947,Winchester,VA,2014-01-31T00:00:00,formation,3 minutes,"Occurred : 1/31/2014   (Entered as : 01/31/14) Reported: 2/1/2014 6:52:28 AM 06:52 Posted: 2/7/2014 Location: Winchester, VA Shape: Formation Duration: 3 minutes Characteristics: There were lights on the object","Red lights, appeared stationary in sky over Valley Avenue, Winchester,Va 
 
Object appeared to be what looked like fireballs in the sky.  The closer we got to the lights we began to realize that the lights were rowed and stationary in the sky, not moving at all.  There was no sound.  We seen this in an area with no light towers.  The object appeared to be larger than a football feild in length and width.  After a few seconds of looking at it, the lights seemed to seperate in a way.  They became still again, almost as if moving into another formation entirely.  After a few more seconds they began moving and what seemed to be disappearing into the sky until there was a single light left and then that light was gone as well.  The object seemed massive and had no sound to it at all.  It was confusing when the lights separated because they seemed to be in perfect lines when we first seen it in the sky.",39.18442058823529,-78.21144215686274,01,Winter
65165,Tempe,AZ,2010-03-16T16:45:00,unknown,50-70 seconds,"Occurred : 3/16/2010 16:45  (Entered as : 03/16/10 16:45) Reported: 3/17/2010 1:34:45 PM 13:34 Posted: 4/13/2010 Location: Tempe, AZ Shape: Unknown Duration: 50-70 seconds","At approximately 4:45 PM on Tuesday March 16th 2010, I was in my work parking lot in Tempe Arizona, when I noticed two very white objects very high in the sky.  They were nearly directly above the flight path for jets landing at Sky Harbor Airport, and appeared to be at an elevation that aircraft would need to be pressurized or at least would leave a vapor trail.  Although they seemed directly above the flight pattern for landing, I expect they were slightly north/northeast. 
 
My sense were that these objects could have been parachutes as they may seemed rectangular in shape, and since they didn't appear to be moving laterally, that's all I could think of.  While watching them for about 15 seconds, a third object appeared to the east of them but was a bright blue and of the same shape.  This third object reinforced my reasoning for thinking they were parachutes, because I could imagine that being a parachute color.  The only thing that baffled me about the parachute theory was who would attempt, or get permission to parachute in this area with such heavy airline traffic. 
 
About 10 seconds after I first noticed the blue object, it disappeared.  I didn’t see it move or actually disappear, as I was talking to a passerby about it, but when I looked back up it was gone. 
 
The remaining two objects maintained their altitude, and moved to the west at what seemed to be a relatively slow speed.  I observed them for about 50 seconds, and there were no sounds, vapor trails, etc. That's it.",33.397444536082475,-111.92468515463918,03,Spring
85945,Pico Rivera,CA,2012-12-24T21:30:00,fireball,1 minute,"Occurred : 12/24/2012 21:30  (Entered as : 12/24/12 21:30) Reported: 12/24/2012 10:39:38 PM 22:39 Posted: 2/4/2013 Location: Pico Rivera, CA Shape: Fireball Duration: 1 minute Characteristics: There was an aura or haze around the object","Glowing ball of fire... 
 
Driving north on Rosemead and witnessed a glowing red light ball slowly falling from sky and disappears. 
 
 
((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))",33.98927530864198,-118.08900308641977,12,Winter
89434,Boynton Beach,FL,2013-05-04T22:30:00,fireball,2 minutes,"Occurred : 5/4/2013 22:30  (Entered as : 05/04/2013 22:30) Reported: 5/5/2013 10:00:54 AM 10:00 Posted: 5/15/2013 Location: Boynton Beach, FL Shape: Fireball Duration: 2 minutes Characteristics: There were lights on the object","Bright orange balls seen flying East to West over boynton beach. 
 
Witness 5 Orange balls of light moving West to East along Boynton Beach Blvd.   
 
Objects were spaced out approx.  One mile apart and in a straight line.  
 
Another object was seen in the same flight path that was dimly lite with an orange glow but appeared to be round and metallic. 
 
 
((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))",26.528228880866425,-80.11420577617329,05,Spring
79388,Nehalem,OR,2012-08-08T23:00:00,light,5 minutes,"Occurred : 8/8/2012 23:00  (Entered as : 08/08/12 23:00) Reported: 8/16/2012 12:17:39 PM 12:17 Posted: 8/19/2012 Location: Nehalem, OR Shape: Light Duration: 5 minutes","Two, then one stationary red lights pulse, fade, then disappear offshore from Nehalem State Park 
 
We were camping at Nehalem State Park.  I walked away from the fire to observe the stars, and saw two red objects over the ocean at about 30° off the horizon, quite far offshore.  They were stationary. They began pulsing and fading after about 30 seconds, then disappeared.  I waited about 5 minutes and saw another one by itself this time. I called my son over, and we both watched it do exactly the same thing as the first two.  I got a photo of the second occurrence, although it just looks like a small red dot on a black background. If these are planes as someone else in this forum suggested he saw by Astoria, they behaved like no planes I’ve ever seen, and if I was American I’d want to know what’s going on up there.  Actually,  I still want to know what’s going on up there.  I can email you the photo if you like.",45.7206,-123.9057,08,Summer
72950,Beecher,IL,2011-07-04T21:20:00,triangle,30-60secs.,"Occurred : 7/4/2011 21:20  (Entered as : 7/4/11 21:20) Reported: 7/5/2011 11:55:57 AM 11:55 Posted: 7/6/2011 Location: Beecher, IL Shape: Triangle Duration: 30-60secs. Characteristics: There were lights on the object","Saw triangle shaped craft. 1 light on tip, 2 on back. made triangle over town. 
 
For about 30 Seconds, we saw a Triangle Shaped Craft Hovering over Town before fireworks.   
 
They werent fireworks or embers, because they hovered and didnt move or burn out.    
 
They disappeared after 30 secs. 
 
 
((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))",41.3456,-87.6071,07,Summer
103788,Dallas,TX,2015-05-11T22:30:00,flash,5 minutes,"Occurred : 5/11/2015 22:30  (Entered as : 51115 22:30) Reported: 5/11/2015 8:45:41 PM 20:45 Posted: 5/13/2015 Location: Dallas, TX Shape: Flash Duration: 5 minutes Characteristics: There were lights on the object","Went to get trash can outside of home.  Saw pulsating lights w/ blue and red stop, then move from north, heading south.  Assumed ghetto bird, but no sound.  Second object followed behind minutes later.  Felt like they could see me.  Weird.",32.82456242621616,-96.79876776409526,05,Spring
